"","FID_","latitude","longitude","species","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"2402",5960,32.37167,-112.86,"ajoensis",221,133,41,7126,391,67,324,311,248,312,134,206,45,2,62,94,11,75,54
"2403",5961,32.06833,-112.72417,"ajoensis",204,152,45,6863,379,44,335,290,229,292,120,268,56,2,64,124,11,97,72
"2404",5962,32.06833,-112.72417,"ajoensis",204,152,45,6863,379,44,335,290,229,292,120,268,56,2,64,124,11,97,72
"2405",55663,32.06459,-112.712756,"ajoensis",198,149,44,6800,373,41,332,285,222,287,116,292,60,3,63,134,14,106,79
"2406",55664,32.06493,-112.712805,"ajoensis",198,149,44,6800,373,41,332,285,222,287,116,292,60,3,63,134,14,106,79
"2407",55669,32.704,-111.543,"ajoensis",211,181,47,7567,406,24,382,304,244,309,117,288,49,6,50,115,23,95,78
"2408",55670,32.8795,-111.7579,"ajoensis",211,185,47,7788,412,21,391,308,246,313,114,234,43,4,53,93,16,76,64
"2409",55671,32.0442,-112.6849,"ajoensis",175,139,44,6491,341,30,311,257,198,260,98,385,76,4,62,174,18,138,108
"2410",55672,32.1211,-112.6874,"ajoensis",207,152,45,6976,383,46,337,295,232,297,121,260,55,2,66,121,11,95,69
"2411",55673,32.0128,-112.6935,"ajoensis",190,147,45,6671,361,37,324,274,213,276,109,325,67,3,64,151,14,119,88
"2412",55674,32.05,-112.7,"ajoensis",180,141,44,6554,348,33,315,263,203,265,101,366,73,4,63,166,18,132,101
"2413",55675,32.05833,-112.71667,"ajoensis",201,151,45,6838,376,43,333,288,227,290,118,278,58,3,64,129,12,102,75
"2414",55676,32.04167,-112.71667,"ajoensis",199,151,45,6793,373,42,331,285,223,287,116,287,60,3,66,133,12,105,77
"2415",55677,32.0681,-112.7249,"ajoensis",204,152,45,6863,379,44,335,290,229,292,120,268,56,2,64,124,11,97,72
"2416",55678,32.37167,-112.86,"ajoensis",221,133,41,7126,391,67,324,311,248,312,134,206,45,2,62,94,11,75,54
"2417",55679,32.04167,-112.87472,"ajoensis",212,155,45,6878,388,50,338,300,236,300,128,222,46,2,64,102,9,79,59
"2419",5668,33.2822,-110.820999,"ajoensis",92,138,44,6321,259,-51,310,169,117,175,16,776,121,16,50,300,63,251,226
"2420",55063,33.28222,-110.82056,"ajoensis",92,138,44,6321,259,-51,310,169,117,175,16,776,121,16,50,300,63,251,226
"2424",6461,27.47,-112.58,"ajoensis",148,146,58,4049,279,29,250,204,153,204,101,360,76,2,77,189,10,189,113
"2425",6462,27.52,-113,"ajoensis",181,161,59,4140,324,55,269,238,184,238,131,181,33,1,68,79,4,79,71
"2426",6530,27,-112.317,"ajoensis",210,155,55,4724,351,73,278,275,216,275,153,138,39,0,100,89,1,89,35
"2427",56647,27,-112.317,"ajoensis",210,155,55,4724,351,73,278,275,216,275,153,138,39,0,100,89,1,89,35
"2571",3838,39.1036,-79.5669,"alba",79,121,35,8008,249,-95,344,160,91,177,-30,1355,133,94,11,387,303,377,307
"3357",69455,39.480658,-79.814593,"alba",96,122,34,8327,272,-81,353,180,107,199,-16,1238,126,81,14,362,270,357,273
"3751",78767,36.368255,-84.609624,"alba",125,130,37,7835,294,-51,345,124,183,223,19,1380,138,87,12,380,292,352,346
"4359",81132,37.916524,-80.768867,"alba",90,121,35,7824,253,-84,337,169,-16,186,-16,1187,129,85,13,347,263,338,263
"4478",81298,37.225708,-84.31523,"alba",125,124,35,8101,295,-54,349,207,184,225,15,1289,128,79,13,363,279,337,309
"4616",81475,36.892935,-84.371441,"alba",126,130,37,7929,297,-52,349,206,184,224,19,1298,127,81,11,361,282,338,316
"5844",66659,43.307283,-84.752899,"alba",79,114,29,9675,282,-106,388,190,-49,200,-49,805,93,34,26,254,128,244,128
"6549",61896,43.801162,-89.853315,"alba",68,126,28,10808,282,-157,439,188,-80,200,-80,815,104,25,42,302,86,295,86
"6693",62040,43.932544,-90.129267,"alba",68,131,29,10899,288,-161,449,188,-82,201,-82,820,107,24,43,309,84,299,84
"7388",64398,42.861512,-71.772615,"alba",78,125,31,9336,274,-118,392,32,-34,194,-48,1096,110,82,8,303,254,270,265
"7596",62565,44.812012,-83.905527,"alba",59,120,29,9791,268,-136,404,172,-62,181,-71,727,88,31,28,249,119,237,120
"8295",64229,41.866396,-71.139166,"alba",98,110,31,8550,279,-75,354,12,183,208,-13,1188,118,84,10,331,263,272,308
"8858",65243,41.539347,-75.000526,"alba",79,122,32,9001,267,-111,378,170,-30,191,-42,1081,109,69,13,307,225,297,227
"8897",65439,41.61579,-79.56692,"alba",75,121,32,8898,266,-107,373,185,-33,185,-44,1149,120,65,17,344,220,344,224
"9207",1187,39.617479,-88.695044,"alba",115,120,30,9691,307,-83,390,215,-17,233,-17,989,106,51,22,311,176,296,176
"10013",1587,38.8619,-78.5681,"alba",114,138,37,8297,299,-70,369,199,3,218,3,918,92,58,16,271,177,270,177
"10911",80611,37.27204,-80.851203,"alba",94,121,36,7611,257,-73,330,172,-8,189,-8,1067,109,75,12,308,229,292,229
"11047",81277,36.971975,-81.490491,"alba",109,133,39,7554,277,-61,338,185,25,203,7,1093,113,78,12,319,239,306,244
"11439",85363,35.563915,-84.36517,"alba",140,135,39,7750,309,-35,344,52,197,237,36,1411,153,85,15,405,285,340,386
"11476",85412,33.487544,-86.23393,"alba",165,139,41,7273,329,-6,335,84,218,256,68,1396,166,75,20,432,268,321,392
"11654",1614,39.4221,-85.0557,"alba",113,127,33,9012,306,-74,380,205,-8,225,-8,1038,115,64,18,318,212,293,212
"12378",71523,37.498341,-90.067588,"alba",125,132,34,8907,315,-69,384,126,4,236,4,1153,120,68,17,346,239,294,239
"12413",71757,38.60845,-86.716757,"alba",120,124,33,8902,304,-65,369,211,0,231,0,1167,125,73,18,351,238,325,238
"12597",71941,38.141688,-86.534063,"alba",127,122,33,8776,308,-57,365,125,191,236,9,1176,119,73,15,348,253,313,258
"12823",72732,36.872907,-91.111962,"alba",129,144,36,8727,322,-73,395,130,10,237,10,1182,121,69,17,352,256,285,256
"12877",72787,37.829837,-91.047586,"alba",126,139,35,8785,317,-74,391,126,6,235,6,1065,113,53,19,315,194,283,194
"13100",73013,37.607557,-92.972058,"alba",131,128,33,8949,320,-66,386,180,9,242,9,1078,125,44,25,338,167,291,167
"13396",73309,37.672562,-90.928735,"alba",127,136,35,8682,316,-69,385,127,8,234,8,1095,113,55,19,325,205,285,205
"13818",74557,37.362781,-87.881378,"alba",140,122,33,8621,318,-46,364,140,202,246,22,1205,124,74,15,361,245,287,291
"14918",82623,35.939523,-92.378879,"alba",143,138,36,8362,329,-49,378,143,29,247,29,1191,132,63,19,366,250,260,250
"15287",6121,32.4051,-89.1183,"alba",171,135,41,7061,328,0,328,130,223,259,77,1446,161,83,20,437,272,322,419
"15632",80128,37.607209,-77.621045,"alba",137,129,36,8021,311,-40,351,238,30,238,30,1084,108,77,10,303,247,303,247
"15644",80142,37.364411,-77.051738,"alba",144,125,36,7933,314,-29,343,237,98,244,38,1122,122,78,13,331,247,327,257
"15906",86177,33.950389,-81.974259,"alba",163,139,41,7296,331,-4,335,83,168,256,67,1203,124,74,15,351,242,326,322
"16901",89645,34.000776,-82.560244,"alba",166,138,41,7270,330,-2,332,86,170,257,70,1172,126,76,15,352,237,300,321
"16957",89705,34.405955,-81.009302,"alba",164,134,40,7339,329,-5,334,256,116,256,67,1161,123,73,17,344,237,344,289
"17234",89998,36.971974,-78.15073,"alba",135,133,37,7907,310,-42,352,235,48,235,30,1112,106,80,9,305,259,305,260
"17497",90279,34.807892,-81.616309,"alba",154,138,41,7388,320,-16,336,72,159,247,57,1249,132,86,12,355,279,329,324
"17500",90282,37.440208,-78.473414,"alba",133,134,37,7981,309,-45,354,227,27,234,27,1094,107,81,10,301,245,296,245
"17692",80491,35.317104,-90.731436,"alba",159,119,33,8311,333,-21,354,161,262,262,47,1262,133,80,20,392,250,250,317
"18004",77040,35.980143,-93.024501,"alba",144,135,36,8220,326,-45,371,142,34,247,34,1161,139,61,20,358,230,270,230
"18025",77075,35.413653,-91.947254,"alba",150,127,35,8271,327,-35,362,149,252,252,38,1317,142,80,19,407,275,275,294
"18246",79101,34.982526,-95.233052,"alba",154,122,34,8043,328,-27,355,197,46,254,46,1239,163,57,26,395,210,288,210
"18695",83103,34.411236,-94.759236,"alba",156,134,37,7845,332,-27,359,155,51,255,51,1338,173,69,23,422,264,294,264
"18984",85735,33.908257,-92.180525,"alba",167,128,37,7697,335,-8,343,169,263,263,64,1325,135,82,15,385,277,277,349
"19154",87646,33.068234,-92.213958,"alba",171,134,39,7539,337,-6,343,172,225,264,70,1360,138,80,15,386,270,290,370
"19613",93361,32.336465,-88.211072,"alba",176,138,42,6971,333,6,327,98,227,262,83,1452,166,82,21,443,268,334,425
"20065",94472,32.595294,-81.235872,"alba",185,130,41,6533,334,24,310,266,143,266,98,1237,156,59,29,440,206,440,278
"20375",94947,30.985983,-94.99129,"alba",188,134,41,6756,345,23,322,225,267,271,97,1173,130,73,15,335,263,268,290
"20789",93054,31.224985,-90.121336,"alba",186,132,42,6492,333,26,307,114,191,266,99,1581,158,83,17,456,301,383,456
"20936",6514,26.917,-108.917,"arizonica",240,177,58,4521,390,86,304,288,233,294,181,615,171,3,111,432,15,363,80
"20948",58134,28.108,-108.283,"arizonica",194,177,54,4960,354,30,324,245,191,253,128,746,189,10,97,488,43,418,104
"20952",58162,28.15,-108.517,"arizonica",214,178,54,5113,377,48,329,266,211,275,146,801,200,11,97,520,43,454,105
"20961",6583,23.35,-104.15,"arizonica",157,151,59,3480,278,25,253,187,140,196,109,526,135,2,104,339,12,212,40
"20962",6584,23.344,-104.118,"arizonica",119,149,62,3067,236,-4,240,146,103,154,77,643,163,4,105,430,16,248,48
"20992",5886,31.950899,-109.179001,"arizonica",143,181,50,6732,328,-32,360,222,179,230,58,411,89,7,70,213,31,180,89
"21056",5713,33.1555,-111.0901,"arizonica",199,152,43,7335,379,32,347,289,231,294,109,452,66,8,46,154,35,124,145
"21104",5697,32.202499,-110.553001,"arizonica",118,136,45,6140,277,-21,298,191,146,199,43,642,122,10,62,300,48,257,162
"21157",54635,33.1845,-109.2956,"arizonica",120,191,51,6888,313,-59,372,204,150,210,34,479,85,11,58,221,41,184,114
"21158",54636,34.9151,-111.7285,"arizonica",139,165,45,7228,336,-26,362,63,169,235,51,537,64,10,36,169,60,127,161
"21179",82968,34.653606,-112.149503,"arizonica",98,155,45,6815,283,-57,340,183,124,189,16,647,95,13,44,233,64,194,190
"21180",82969,34.380841,-112.414468,"arizonica",103,155,45,6813,287,-51,338,189,130,195,22,658,98,12,47,236,58,196,205
"21184",84197,33.728574,-107.424681,"arizonica",89,183,49,6930,277,-93,370,171,79,179,1,386,85,9,78,223,38,186,53
"21209",84495,33.772919,-107.36979,"arizonica",107,186,48,7186,299,-82,381,191,61,200,16,322,74,8,84,192,28,158,38
"21220",86861,33.939718,-110.563101,"arizonica",117,171,47,6981,309,-54,363,205,145,209,31,528,86,11,47,206,46,170,142
"21225",86866,33.893746,-110.134432,"arizonica",122,178,47,7055,317,-55,372,210,151,213,34,476,83,13,49,197,46,165,116
"21230",86871,33.227328,-108.154898,"arizonica",98,201,52,6873,293,-89,382,182,130,188,12,431,86,10,69,227,42,188,80
"21251",86892,34.159667,-110.944628,"arizonica",112,171,47,6967,305,-58,363,200,139,204,27,562,86,10,45,208,49,169,156
"21263",86904,33.611906,-109.168374,"arizonica",98,201,52,6838,297,-88,385,183,127,188,13,474,86,13,59,224,45,187,101
"21268",86909,33.148214,-108.204614,"arizonica",109,202,52,6847,305,-77,382,193,141,199,24,420,82,10,66,218,40,180,80
"21279",86920,33.697094,-109.165755,"arizonica",73,192,52,6466,264,-103,367,154,101,159,-6,519,98,14,61,252,51,212,105
"21316",86957,33.619952,-109.60805,"arizonica",78,171,48,6519,261,-88,349,158,105,164,-3,626,105,16,52,273,60,230,150
"21342",86983,33.383822,-109.386708,"arizonica",98,186,50,6742,289,-78,367,181,127,186,14,530,93,13,57,244,48,205,122
"21343",86984,34.161738,-110.998092,"arizonica",117,173,47,6984,311,-53,364,206,144,210,32,555,84,10,44,204,49,165,154
"21346",86987,33.52313,-109.925987,"arizonica",115,172,47,7051,307,-58,365,202,146,207,28,518,89,13,51,221,48,187,129
"21390",87031,33.057501,-107.938244,"arizonica",81,180,50,6514,264,-89,353,159,112,167,0,505,104,12,71,272,51,233,92
"21391",87032,34.11856,-110.565262,"arizonica",102,172,46,6992,295,-71,366,190,130,194,16,545,87,12,47,217,50,178,141
"21405",87046,33.59452,-108.941228,"arizonica",85,205,53,6736,283,-101,384,169,114,174,1,468,88,13,60,228,46,191,95
"21526",5800,31.3346,-110.561997,"arizonica",156,166,49,6307,329,-7,336,229,187,237,76,529,124,7,77,284,31,241,113
"21559",5852,31.9051,-109.8206,"arizonica",162,175,49,6711,344,-8,352,242,196,249,78,342,83,5,84,196,24,172,65
"21618",55380,31.4568,-110.2401,"arizonica",163,159,48,6338,334,3,331,237,196,245,84,407,106,4,92,242,25,212,78
"21655",88556,33.713131,-105.750593,"arizonica",101,160,46,6921,279,-67,346,182,54,191,13,429,90,13,71,229,57,213,65
"21665",6067,31,-110.0167,"arizonica",148,164,48,6226,327,-12,339,217,135,228,68,505,129,9,85,287,47,267,97
"21685",5698,32.4431,-110.788002,"arizonica",82,122,43,5812,233,-45,278,152,106,159,13,829,143,15,56,358,65,305,226
"21708",5897,31.58445,-108.76809,"arizonica",114,167,49,6230,293,-47,340,185,150,194,36,503,112,8,73,266,44,232,101
"21736",6065,31.257,-109.983,"arizonica",110,146,47,5745,275,-31,306,176,139,185,39,671,150,11,73,347,59,312,148
"21743",7008,31.16889,-108.90306,"arizonica",138,174,49,6276,320,-31,351,207,177,217,59,438,104,6,76,239,37,210,84
"21767",6941,28.378,-109.044,"arizonica",151,162,56,4347,295,8,287,199,140,204,96,991,286,7,111,668,44,639,127
"21848",58115,25.233,-105.833,"arizonica",134,153,60,3484,259,4,255,167,114,174,85,821,196,10,90,503,45,453,104
"21888",58158,28.17778,-108.39444,"arizonica",143,177,58,4450,294,-9,303,193,132,198,87,926,250,9,104,613,45,565,125
"21903",58180,28.381,-108.842,"arizonica",173,166,55,4565,320,22,298,222,165,228,114,931,287,6,115,642,38,616,115
"21910",58190,28.375,-109.028,"arizonica",154,162,56,4358,297,11,286,203,144,207,99,1000,292,6,112,678,42,653,126
"21933",58169,27.204,-108.644,"arizonica",187,169,57,4219,332,40,292,232,179,237,132,673,235,4,119,484,19,400,76
"21953",6962,23,-104,"arizonica",177,154,60,3523,298,42,256,215,161,216,128,537,140,2,104,351,16,221,53
"21959",91466,31.809334,-109.362447,"arizonica",102,156,49,5929,271,-47,318,171,132,179,28,623,133,11,68,313,56,277,137
"21983",91345,32.669828,-109.929169,"arizonica",98,152,47,6249,267,-52,319,173,126,180,21,641,118,12,59,294,55,253,158
"22035",91399,33.937749,-111.151865,"arizonica",110,159,46,6761,295,-49,344,195,136,200,28,672,99,11,45,238,56,194,202
"22081",91465,33.760156,-110.35578,"arizonica",131,170,46,7081,323,-41,364,219,161,224,43,487,83,11,49,194,43,161,129
"22107",91403,32.759871,-110.949266,"arizonica",168,141,43,6812,338,16,322,249,200,257,84,537,87,9,52,210,38,173,159
"22151",91734,31.450425,-109.947197,"arizonica",128,152,47,5996,297,-20,317,197,159,206,53,556,129,8,77,298,47,270,114
"22159",5466,32.5867,-88.058098,"arkansana",173,135,41,7132,331,3,328,94,225,261,78,1420,163,83,21,435,267,323,413
"22160",5467,32.592201,-88.056999,"arkansana",175,135,41,7131,332,4,328,96,227,263,79,1406,162,82,21,432,264,319,409
"22161",5468,32.59222,-88.05695,"arkansana",175,135,41,7131,332,4,328,96,227,263,79,1406,162,82,21,432,264,319,409
"22162",5469,32.58667,-88.05806,"arkansana",173,135,41,7132,331,3,328,94,225,261,78,1420,163,83,21,435,267,323,413
"22163",5470,32.506208,-88.019256,"arkansana",175,135,41,7092,333,5,328,96,226,262,79,1413,163,82,21,435,266,322,412
"22164",5495,33.047199,-87.490303,"arkansana",172,130,39,7258,331,5,326,92,226,263,76,1412,158,81,19,434,266,325,408
"22166",5497,32.523899,-86.546097,"arkansana",176,126,40,7012,326,14,312,98,180,263,83,1370,160,71,20,416,270,328,391
"22167",5498,32.973598,-87.4711,"arkansana",170,128,39,7175,326,4,322,91,222,260,75,1434,158,82,18,439,274,331,414
"22168",5499,33,-87.599998,"arkansana",172,130,39,7255,331,5,326,92,225,263,76,1408,159,82,19,435,265,319,408
"22169",5500,33.015892,-87.127144,"arkansana",171,129,39,7116,327,4,323,92,223,260,77,1450,159,78,18,443,274,342,421
"22170",5501,32.85405,-86.726608,"arkansana",169,131,40,7110,324,0,324,90,221,257,74,1427,165,72,21,442,272,340,413
"22171",5502,32.847781,-86.719175,"arkansana",170,131,40,7082,324,1,323,91,222,257,75,1425,165,72,21,442,271,340,413
"22172",5503,33.04722,-87.49028,"arkansana",172,130,39,7258,331,5,326,92,226,263,76,1412,158,81,19,434,266,325,408
"22173",5504,32.52389,-86.54611,"arkansana",176,126,40,7012,326,14,312,98,180,263,83,1370,160,71,20,416,270,328,391
"22174",5505,33,-87.6,"arkansana",172,130,39,7255,331,5,326,92,225,263,76,1408,159,82,19,435,265,319,408
"22176",5507,32.97361,-87.47111,"arkansana",170,128,39,7175,326,4,322,91,222,260,75,1434,158,82,18,439,274,331,414
"22177",5526,32.646702,-86.771698,"arkansana",175,128,40,7030,327,11,316,97,226,262,82,1405,166,71,21,435,268,333,406
"22179",5528,32.608601,-86.8536,"arkansana",176,126,40,7035,327,14,313,99,227,264,83,1407,167,71,21,437,267,332,408
"22180",5529,32.6875,-86.792503,"arkansana",172,128,40,7055,325,8,317,95,224,260,78,1425,167,72,21,440,271,339,411
"22181",5530,32.536381,-86.644493,"arkansana",175,126,40,7015,327,13,314,98,179,263,83,1382,163,71,21,423,269,330,395
"22185",5534,32.64667,-86.77167,"arkansana",175,128,40,7030,327,11,316,97,226,262,82,1405,166,71,21,435,268,333,406
"22186",5535,32.6875,-86.7925,"arkansana",172,128,40,7055,325,8,317,95,224,260,78,1425,167,72,21,440,271,339,411
"22187",6074,31.7861,-85.903297,"arkansana",180,129,42,6652,327,20,307,106,186,261,91,1367,159,70,20,411,264,363,374
"22188",6075,31.798727,-85.941994,"arkansana",180,130,42,6652,328,21,307,106,185,262,92,1361,158,69,20,409,263,361,372
"22190",6230,32.597481,-88.200058,"arkansana",174,137,41,7144,333,2,331,131,225,262,78,1426,163,83,21,434,265,328,414
"22192",6288,31.762651,-84.752312,"arkansana",186,133,43,6554,332,24,308,112,192,265,98,1300,141,57,23,400,224,359,380
"22194",6290,31.515253,-85.243163,"arkansana",187,129,43,6454,328,28,300,115,193,265,100,1362,146,62,21,411,244,380,389
"22195",6207,30.410023,-89.951965,"arkansana",193,122,41,6209,330,38,292,265,200,269,110,1548,158,76,16,431,314,425,418
"22196",4192,34.083065,-93.990929,"arkansana",159,138,38,7943,335,-27,362,159,252,258,53,1374,154,76,19,420,296,308,297
"22197",4400,33.66111,-93.8325,"arkansana",172,127,37,7616,337,-3,340,171,228,267,69,1272,136,83,16,379,275,289,288
"22198",4585,33.728611,-93.66581,"arkansana",167,130,37,7720,335,-11,346,167,224,263,63,1330,137,87,15,389,288,303,308
"22199",4586,34.053318,-93.176209,"arkansana",164,134,38,7764,336,-14,350,165,220,261,60,1372,147,85,16,407,294,301,318
"22201",4592,33.666698,-93.305069,"arkansana",167,133,38,7636,337,-8,345,167,256,263,66,1342,134,87,13,384,290,298,330
"22205",6059,33.168217,-92.598145,"arkansana",170,133,39,7550,336,-4,340,171,225,264,69,1305,132,83,13,377,275,285,341
"22206",6060,32.82935,-92.375648,"arkansana",174,131,39,7411,337,3,334,174,227,266,75,1340,137,78,16,386,264,282,367
"22207",6099,33.305504,-93.901512,"arkansana",175,126,37,7507,338,4,334,174,230,269,75,1204,123,79,14,352,258,276,282
"22208",6100,32.577194,-93.882423,"arkansana",182,124,38,7229,340,18,322,222,267,272,87,1209,125,69,14,345,242,265,317
"22210",6143,31.465,-88.25444,"arkansana",182,141,44,6571,332,16,316,109,187,262,93,1562,173,79,19,461,302,391,441
"22211",6169,30.665859,-86.594193,"arkansana",190,114,40,6305,321,40,281,264,151,267,107,1544,179,85,23,505,296,501,361
"22212",6170,30.559999,-86.540001,"arkansana",193,109,39,6273,321,46,275,266,153,269,110,1516,177,80,25,515,290,501,347
"22213",6171,30.57,-86.540001,"arkansana",192,110,40,6281,320,45,275,265,153,268,109,1523,178,81,25,516,292,503,349
"22215",6173,30.63121,-86.176613,"arkansana",192,121,42,6208,325,41,284,268,153,268,110,1582,196,90,25,530,298,530,366
"22216",6174,30.714403,-86.597994,"arkansana",190,117,41,6304,322,39,283,264,151,267,107,1545,179,87,22,499,298,498,365
"22217",6175,30.659326,-86.163023,"arkansana",192,122,42,6244,327,40,287,268,153,268,109,1580,196,89,25,529,297,529,367
"22218",6176,30.56,-86.54,"arkansana",193,109,39,6273,321,46,275,266,153,269,110,1516,177,80,25,515,290,501,347
"22219",6177,30.57,-86.55,"arkansana",192,109,39,6283,321,45,276,266,153,269,110,1522,178,81,25,516,291,503,348
"22220",6178,30.57,-86.54,"arkansana",192,110,40,6281,320,45,275,265,153,268,109,1523,178,81,25,516,292,503,349
"22221",6286,31.0044,-85.303596,"arkansana",192,132,44,6280,330,34,296,267,198,267,107,1392,160,70,21,423,260,423,375
"22222",6287,31.158194,-85.296394,"arkansana",190,130,43,6384,330,33,297,267,195,267,104,1375,153,67,20,403,253,403,383
"22223",6291,31.00444,-85.30361,"arkansana",192,132,44,6280,330,34,296,267,198,267,107,1392,160,70,21,423,260,423,375
"22224",5508,33.0242,-87.020302,"austrina",171,131,40,7121,327,3,324,92,224,260,76,1450,162,76,19,446,271,342,422
"22225",5509,33.02417,-87.02028,"austrina",171,131,40,7121,327,3,324,92,224,260,76,1450,162,76,19,446,271,342,422
"22227",3783,34.579435,-87.699772,"austrina",153,135,39,7643,321,-22,343,152,209,248,50,1420,161,82,19,421,270,302,399
